timestamp,heat_demand_W,hour,dayofweek,month,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos,month_sin,month_cos
2025-08-29 23:00:00+00:00,1567808.0243096128,23,4,8,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388
2025-08-30 00:00:00+00:00,1542046.7436714233,0,5,8,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 01:00:00+00:00,1569912.9677982102,1,5,8,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 02:00:00+00:00,1663109.1050076112,2,5,8,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 03:00:00+00:00,1601914.5784733314,3,5,8,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 04:00:00+00:00,2060714.8539810427,4,5,8,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 05:00:00+00:00,2235502.154738367,5,5,8,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 06:00:00+00:00,2096507.201175232,6,5,8,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 07:00:00+00:00,2083529.8583127148,7,5,8,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 08:00:00+00:00,2109124.1217536237,8,5,8,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 09:00:00+00:00,1888218.771657711,9,5,8,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 10:00:00+00:00,1967767.4918631888,10,5,8,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 11:00:00+00:00,1887035.4705713168,11,5,8,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 12:00:00+00:00,1521019.741674676,12,5,8,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 13:00:00+00:00,1634760.4185863356,13,5,8,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 14:00:00+00:00,1843536.482933996,14,5,8,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 15:00:00+00:00,1512122.8689473788,15,5,8,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 16:00:00+00:00,1504004.0569903753,16,5,8,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 17:00:00+00:00,1580572.990816068,17,5,8,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 18:00:00+00:00,1555489.48741853,18,5,8,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 19:00:00+00:00,2051872.8260471355,19,5,8,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 20:00:00+00:00,2120320.3934789877,20,5,8,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 21:00:00+00:00,2079349.6616901532,21,5,8,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 22:00:00+00:00,1978678.7727897055,22,5,8,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-30 23:00:00+00:00,1976897.3435539303,23,5,8,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2025-08-31 00:00:00+00:00,1590314.2680516867,0,6,8,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 01:00:00+00:00,1474049.5926862685,1,6,8,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 02:00:00+00:00,1689827.5434735548,2,6,8,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 03:00:00+00:00,1837725.8632856656,3,6,8,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 04:00:00+00:00,1947312.7155488336,4,6,8,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 05:00:00+00:00,1847851.674779288,5,6,8,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 06:00:00+00:00,1865833.549334364,6,6,8,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 07:00:00+00:00,1815369.3047675695,7,6,8,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 08:00:00+00:00,1825161.7184864036,8,6,8,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 09:00:00+00:00,1757239.2430005465,9,6,8,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 10:00:00+00:00,1662484.2627010322,10,6,8,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 11:00:00+00:00,1753232.1114631034,11,6,8,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 12:00:00+00:00,1762874.9593241666,12,6,8,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 13:00:00+00:00,1632260.571895191,13,6,8,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 14:00:00+00:00,1682718.8004051368,14,6,8,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
2025-08-31 15:00:00+00:00,1488249.3887511794,15,6,8,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
